ENTITY	CUI
Apo-Procainamide	C1564211
Biocoryl	C1564212
Procanbid	C0722814
NSC-26980	C0702048
Mitocin-C	C0702049
Mutamycin	C0702051
Ametycine	C0702050
Mitomycins	C0026254
Hydrocortisone, (11 alpha)-Isomer	C0887247
Cortifair	C0699401
Cortril	C0699402
Cortef	C0699389
Hydrocortisone, (9 beta,10 alpha,11 alpha)-Isomer	C0887246
Naloxone Hydrobromide	C0887143
Naloxone Hydrochloride Dihydride	C0887144
Naloxone, (5 beta,9 alpha,13 alpha,14 alpha)-Isomer	C0887145
Naloxone Hydrochloride, (5 beta,9 alpha,13 alpha,14 alpha)-Isomer	C0887146
Narcan	C0684237
Nalone	C1449882
Naloxon Curamed	C1449883
Naloxon-ratiopharm	C1449884
MRZ-2593	C0729156
Naloxone Abello	C1449885
Adalat	C0590658
Procardia XL	C0524665
Corinfar	C0700866
BAY-a-1040	C0700869
Procardia	C0700861
Nifangin	C0700862
Cordipin	C0700868
Fenigidin	C0700865
Bay-1040	C1135762
Nifedipine Monohydrochloride	C0949372
Vascard	C2350697
2-Fluoro-2-deoxy-D-glucose	C0092882
Neoton	C0600301
Phosphocreatine, Disodium Salt	C0949402
BAX 3084	C0105277
Ultane	C0724047
Sevorane	C4551608
Vecuronium Citrate	C0886887
Vecuronium Maleate	C0886889
Vecuronium Hydrochloride	C0886890
Vecuronium Phosphate	C0886888
Vecuronium Bromide, Quaternary Ion	C0886891
NC-45	C0733720
Norcuron	C0700018
Norepinephrine, (+,-)-Isomer	C0887096
Norepinephrine d-Tartrate (1:1)	C0887097
Norepinephrine l-Tartrate (1:1), Monohydrate	C0887100
Norepinephrine l-Tartrate, (+)-Isomer	C0887102
Norepinephrine Hydrochloride, (+)-Isomer	C0887099
Norepinephrine l-Tartrate (1:2)	C0887103
Levonor	C0702008
Noradrenaline tartrate renaudin	C1450037
Norepinephrine, (+)-Isomer	C0917760
Levophed	C0733815
Norepinephrine l-Tartrate (1:1), (+,-)-Isomer	C0887098
norepinephrine bitartrate	C0028333
Norepinephrine Hydrochloride	C0772489
Arterenol	C0205860
Norepinephrine Hydrochloride, (+,-)-Isomer	C0917761
Norisodrine	C0701452
Euspiran	C0700056
Novodrin	C0701451
Izadrin	C0701453
Isuprel	C0701454
isoproterenol sulfate	C0282211
2-ethylthiobenzimidazole hydrobromide	C1569877
ethylthiobenzimidazole	C3254213
Metaprot	C3254212
Acetone Bodies	C0001003
Biotic Stress	C0310218
tubocurarine chloride	C0282372
Sodium Selenite Pentahydrate	C0886603
Monosodium Selenite	C2828273
bromocriptine mesylate	C0546852
CB-154	C0701351
Parlodel	C0000266
Domical	C0591402
Triptafen	C0592212
Amitriptylin beta	C1448427
Amitriptylin Desitin	C1448428
Amitrip	C1448423
Apo-Amitriptyline	C1448426
Amitriptylin RPh	C1448429
Syneudon	C1448420
Amitrol	C1448424
Tryptine	C1448419
Novoprotect	C1448421
Saroten	C0086955
Elavil	C0087119
amitriptyline hydrochloride	C0700523
Endep	C0733667
Damilen	C0733668
Lentizol	C0023326
Sarotex	C1448418
Amitriptylin-neuraxpharm	C1448430
Laroxyl	C2980004
Pyruvates	C0034354
cholesteryl sulfate, sodium salt, 26-(14)C-labeled	C0888745
cholesteryl sulfate, ammonium salt, (3beta)-isomer	C0888746
cholesteryl sulfate, 3H-labeled, (3beta)-isomer	C0888748
cholesteryl sulfate, potassium salt, (3beta)-isomer	C0888749
cholesteryl sulfate, sodium salt, (3beta)-isomer	C0888747
Luminal	C0699493
Hysteps	C0699492
Gardenal	C0699491
phenobarbital sodium	C0282303
Andropatch	C0593310
Sustanon	C0075665
Testim	C1170653
Testopel	C1170654
Androderm	C0718531
Histerone	C0720877
Sterotate	C1564333
Androtop	C1564332
8-Isotestosterone	C1257817
Testolin	C0723656
Testoderm	C0723655
Testosterone Sulfate	C0039608
Virus Attachment Factors	C5392183
Norpramin	C0701352
desipramine hydrochloride	C0700529
Petylyl	C1569275
Ratio-Desipramine	C1569273
Nu-Desipramine	C1569276
PMS-Desipramine	C1569274
Novo-Desipramine	C1569277
Apo-Desipramine	C1569278
Pertofrane	C0031232
imipramine hydrochloride	C0589978
Melipramine	C0701353
Pryleugan	C0701354
imipramine pamoate	C0304368
Imizin	C4082435
Tofranil	C0025231
Janimine	C0022339
Cholesteryl Linoleate, LDL	C0086005
acetyl-L-leucyl-L-leucyl-L-arginal	C0101149
Delatestryl	C0719723
Testrin P.A.	C1529031
Durathate	C1529027
Testosteron-Depot Eifelfango	C1529029
Andropository	C1529026
Testosteron Depot-Rotexmedica	C1529028
Theramex	C0243236
Testosteron-Depot Jenapharm	C1529030
Primoteston Depot	C0592005
Tetradecanoylphorbol Acetate, 4a alpha-Isomer	C0886919
Natpara	C3883368
Calcijex	C0591213
Rocaltrol	C0592076
MC1288	C0524507
Soltriol	C0699284
20-epi-1alpha,25-dihydroxycholecaliferol	C0917706
Sitriol	C1452291
Tirocal	C1452290
Bocatriol	C1451951
Decostriol	C1452303
Calcitriol-Nefro	C1452304
Calcitriol KyraMed	C1452305
Silkis	C1452292
Renatriol	C1452293
Osteotriol	C1452302
Aldosterone, (+-)-Isomer	C0887541
Aldosterone, (11 beta,17 alpha)-Isomer	C0887542
Argipressin Tannate	C0282062
Opiocortin	C0069575
Hormone Receptor Agonists	C3853045
Alkenyl Ether Phospholipids	C0002069
Phosphatidal Compounds	C0031605
Ergot Alkaloids, Hydrogenated	C1616289
dihydroergotoxine	C0012294
yohimbine hydrochloride	C0521933
Corynanthine Tartrate	C0010146
Aphrodyne	C0718615
Yohimbin Spiegel	C1564400
Pluriviron	C1564399
Yocon	C0700469
Yohimbine Houdé	C1564401
Corynanthine	C0729169
Yohimex	C0242545
Irium	C0733870
Metadate	C1563860
Methylin	C0876085
Tsentedrin	C0733812
Ritalin-SR	C0723094
Ritalin	C0728759
Phenidylate	C0729003
Concerta	C0939301
Daytrana	C1691676
leupeptin, (S)-isomer	C0955390
leupeptin, monoacetate, (S)-isomer	C0955391
protease	C5200997
thiamine mononitrate	C0039844
selenious acid	C0074280
selenite	C0036580
Aliphatic Acids	C0002052
Pituitary Gonadotropins	C0018066
Tracrium	C0592193
atracurium besylate	C0004235
Relatrac	C1257762
BW-33A	C0733772
33 A 74	C0733771
Biogonadil	C0005499
Choriogonin	C0008500
human chorionic gonadotropin	C1141639
Gonabion	C0018048
Bicarnesine	C0005368
Palmitic Acids	C0030235
Full Opioid Agonists	C3850134
Opioid Mixed Agonist-Antagonists	C3853055
Dolargan	C0012987
meperidine hydrochloride	C0353148
Dolosal	C1130483
Demerol	C0935966
Dolsin	C0936270
Dolcontral	C0936271
Partial Opioid Agonists	C3850135
Androstanols	C0002856
Operidine EPJ-I	C0012986
Dolantin	C0936269
doxycycline hyclate	C0058731
Doxycycline Monohydrochloride, 6-epimer	C0887343
Doxycycline Phosphate (1:1)	C0887344
Doxycycline Monohydrochloride, Dihydrate	C0887345
Doxycycline Calcium Salt (1:2)	C0887346
Doxycycline-Chinoin	C0877818
BU-3839T	C0013091
Vibramycin	C0699957
Dolin	C0936272
Lidol	C0023666
Opioid Reversal Agents	C4020562
Competitive Opioid Antagonists	C3853040
Zemuron	C0591463
Esmeron	C2825405
ORG-9426	C0950760
Vibravenos	C0701101
Doryx	C0720025
Periostat	C0722555
doxycycline monohydrate	C0700451
BMY-28689	C0917840
Hydramycin	C0122719
Vibramycin Novum	C0282156
doxycycline calcium	C0282155
Vibra-Tabs	C0724257
Oracea	C1724190
Atridox	C1101397
suxamethonium bromide	C0392145
Succinylcholine Dichloride	C0886895
Succinylcholine Dichloride, Di-H2O	C0886894
Succinylcholine Dibromide	C0886929
Succinylcholine Diiodide	C0886976
Succinylcholine Diperchlorate	C0886975
Myorelaxin	C0086668
succinylcholine iodide	C0877832
Quelicin	C0700975
Lysthenon	C0700976
Ciprofloxacin Hydrochloride Anhydrous	C3661528
Ciprinol	C0701043
Bay-09867	C0701048
Cipro	C0701042
ciprofloxacin hydrochloride	C0282104
Albenza	C0591462
Digezanol	C1448343
Bendapar	C1448342
Gascop	C1448346
Lurdex	C1448347
Albendoral	C1448341
Endoplus	C1448345
Albendazole Monohydrochloride	C0887754
Metiazol	C0700676
SK&F-62979	C0700706
Valbazen	C0700675
Andazol	C4505458
Eskazole	C4082752
Zentel	C4082719
Disthelm	C1448344
Bilutac	C4316994
streptodornase	C0038415
Benzhydryl Compounds	C0005046
armodafinil	C1701455
CRL 40476	C0111068
Alertec	C1527989
Modiodal	C1527990
Sparlon	C1871545
Nuvigil	C1871544
Provigil	C0722882
Prasterone, 3 alpha-Isomer	C0887468
5-Androsten-3-ol-17-one	C0205726
Anectine	C0700978
Succicuran	C0700974
Ditilin	C0729194
Celocurine	C0038629
Igalmi	C5671986
Precedex	C0876757
SDZ 202-250	C0700703
Oramorph SR	C0700785
Duramorph	C0700787
MS Contin	C0700786
Morphine Sulfate (2:1), Anhydrous	C0949361
Morphine Sulfate (2:1), Pentahydrate	C0949362
MPV-1440	C0752311
dexmedetomidine hydrochloride	C0752310
Sileo	C4074405
Dexdor	C5828570
Sedadex	C5828568
Cepedex	C5828569
Dexdomitor	C2732176
Morphine Chloride	C0026551
NSC-322921	C0878436
Bisbenzimidazole Trihydrochloride	C2350231
AD 4833	C0101469
pioglitazone hydrochloride	C0872972
Actos	C0875954
U 72107A	C0147546
sufentanil citrate	C0162792
Sufentanil-Hameln	C1564185
Sufentanil-Ratiopharm	C1564186
Sufentanil Curasan	C1564184
R-30730	C0729181
Sufenta	C0733851
Protein Kinase Inhibitors	C1449702
Rytmarone	C1448416
Amiobeta	C1448409
Amiohexal	C1448411
Aratac	C1448412
Braxan	C1448413
Corbionax	C1448414
Ortacrone	C1448415
amiodarone hydrochloride	C0700442
Cordarone	C0701076
SKF 33134-A	C0733630
L-3428	C0733629
Tachydaron	C1448417
Propafenone, (S)-Isomer	C0886990
Propafenone Hydrochloride, (S)-Isomer	C0886992
Propafenone, (+-)-Isomer	C0886989
Propafenone Hydrochloride, (R)-Isomer	C0886991
Prolecofen	C0086859
propafenone hydrochloride	C0700465
Propamerck	C1564265
Nistaken	C1564264
Propafenon Hexal	C1564268
Apo-Propafenone	C1564261
Propafenon AL	C1564269
Cuxafenon	C1564262
Jutanorm	C1564263
Rytmo-Puren	C1564267
Rytmogenat	C1564266
Propafenone, (R)-Isomer	C0916908
Rythmol	C0282316
SA-79	C0729036
Fenoprain	C0729035
Baxarytmon	C0004847
Pentacarinat	C0591959
Pentamidine Mesylate	C0877825
NebuPent	C0722005
Pentam	C1518952
pentamidine isethionate	C0030864
Lomidine	C0030865
OL 27-400	C0878526
CsA-Neoral	C0699602
Sandimmune	C0699604
Sandimmun Neoral	C0699603
Neoral	C0699605
DAPI hydrochloride	C0951650
magnesium sulfate heptahydrate	C0772046
Urbason	C0699459
Medrol	C0699458
Herbal medicine (product)	C2240391
MD1 Plant Extract	C0530023
bethanechol chloride	C0106169
Duvoid	C0720104
Myo Hermes	C1449784
Urocarb	C1449785
PMS-Bethanechol Chloride	C1449786
Urecholine	C0041946
Myocholine	C4316891
Myotonine	C4316890
Human Class I Antigens	C0008897
SQ-28,555	C0543474
Fosinopril, (1(S*(S*)),2 alpha,4 beta)-Isomer	C0886709
Fosinopril, (1(S*(R*)),2 alpha,4 alpha)-(D-Pro)-Isomer	C0886710
Tenso Stop	C1567478
Fosinil	C1567476
Hiperlex	C1567479
Fozitec	C1567475
Dynacil	C1567477
Monopril	C0728957
fosinopril	C0118168
fosinopril sodium	C0733440
Furosemide Monosodium Salt	C0887271
Furosemide Monohydrochloride	C0887272
Lasix	C0699992
Furantral	C0700689
Furanthril	C0700691
Fusid	C0700687
Errolon	C0700690
Pregnenediones	C0033013
Sodium Potassium Chloride Symporter Inhibitors	C1563713
Zamene	C1529909
Dezacor	C1529908
Calcort	C0593761
Emflaza	C4306804
Cyclophosphamide Monohydrate	C0887682
Cyclophosphamide, (S)-Isomer	C0887681
Neosar	C0699321
Sendoxan	C0699323
Procytox	C0699322
Endoxan	C0699320
B-518	C0701107
NSC-26271	C0701106
Cytoxan	C0699319
Cyclophosphamide, (R)-Isomer	C0916752
cyclophosphamide anhydrous	C1880207
Cytophosphan	C3495431
doxorubicin hydrochloride	C0546861
Adriamycin	C0085752
Rubex	C0699076
Doxorubicina Funk	C1564910
Doxorubicina Ferrer Farm	C1564911
Doxotec	C1564914
Ribodoxo	C1564915
Onkodox	C1564916
Doxorubicina Tedec	C1564909
Doxorubicin NC	C1564912
Doxorubicin Hexal	C1564913
Adriblastin	C2936928
Doxorubicine Baxter	C1564908
DOXO-cell	C1512056
Doxolem	C1512057
Farmiblastina	C1512059
Adrimedac	C1512055
Myocet	C1512062
Oncovin	C0591904
Vincrisul	C0087158
cellcristin	C1564385
Citomid	C1564386
Vincristin medac	C1564389
Vincristin Bristol	C1564388
Onkocristin	C1564387
Vintec	C1564390
Vincasar PFS	C0724284
Vincasar	C0733847
vincristine sulfate	C0042680
Duragesic	C0591423
fentanyl citrate	C0546864
Sublimaze	C0015845
Fentanest	C0936274
Transmucosal Oral Fentanyl Citrate	C3853047
Fentora	C1815322
RIMA (Reversible Inhibitor of Monoamine Oxidase A)	C0751319
Reversible Inhibitors of Monoamine Oxidase	C0751320
Selegiline, (S)-Isomer	C0886956
Selegiline Hydrochloride, (S)-Isomer	C0886957
Deprenyl	C0086130
selegiline hydrochloride	C0700467
Yumex	C0701059
Selegiline, (R,S)-Isomer	C0919355
Emsam	C1699309
Eldepryl	C0306054
E-250	C0729150
Zelapar	C0733062
Selegiline Hydrochloride, (R,S)-Isomer	C0886955
4-hydroxy-2-nonenal, (E)-isomer	C0891502
aspartate magnesium hydrochloride	C0004011
magnesium aspartate	C0543448
Mg-5-Longoral	C0024470
Magnesiocard	C0677518
calcium aspartate	C0949222
dipotassium aspartate	C0949223
potassium aspartate	C0032823
choline chloride	C0008409
choline citrate	C0008411
Choline O-Sulfate	C0008416
choline bitartrate	C0008408
Bursine	C0042657
choline hydroxide	C3486618
N-acetylaspartic acid	C0130692
acetyl aspartic acid	C4317504
Injectables	C0086466
Sodium Malondialdehyde	C0037528
Quick-Pep	C1608247
No Doz	C0699283
Vivarin	C0724373
Dexitac	C1451825
Durvitan	C1451826
Percutafine	C1451828
Coffeinum N	C1451823
Coffeinum Purrum	C1451824
Percoffedrinol N	C1451827
Caffedrine	C0722959
Dietary Carbohydrates	C0012170
Glucophage	C0591573
metformin hydrochloride	C0770893
Amaryl	C0595112
Roname	C1567620
HOE 490	C0122184
Growth Substances	C1812630
Antineoplastic Agents, Alkylating	C0282532
NSC-299195	C0600270
Mitoxantrone Acetate	C0887132
NSC-279836	C0701340
NSC-287836	C0701342
CL-232325	C0701343
mitoxantrone hydrochloride	C0700458
NSC-301739	C0701410
NSC-301739D	C0701341
Novantrone	C0282248
Mitroxone	C1513356
Pralifan	C1513359
Onkotrone	C1513358
Bupivacaine Carbonate	C0006401
bupivacaine hydrochloride	C0887621
Bupivacaine Anhydrous	C0887622
Sensorcaine	C0699883
Buvacaina	C1450778
Dolanaest	C1450779
Svedocain Sin Vasoconstr	C1450773
Bupivacain Janapharm	C1450774
Bupivacain-RPR	C1450775
Bupivacaina Braun	C1450776
Carbostesin	C4704875
Marcaine	C2945665
NSC-234714	C0878249
NSC-351140	C0878248
ICI-69653	C0878250
Aphidicolin, (3-S-(3alpha,4beta,4abeta,6aalpha,8alpha,9alpha,11aalpha,11balpha))-Isomer	C0886813
emetine hydrochloride	C0282162
Demecolcine, (+-)-Isomer	C0887433
Demecolcine	C0011259
lactic acid, D-	C3658295
ammonium lactate	C0718495
lactic acid, L-	C3537171
Iodobenzenes	C0021975
Iodofiltic acid (123-I)	C0892779
Zemiva	C1721162
Antiprotozoal Agents	C0003416
Schizonticides	C1720748
Elastica	C0086201
Vulcanite	C0042991
hydroquinidine, (9S)-(+-)-isomer	C4080084
Sérécor	C4508760
hydroquinidine hydrochloride	C0771406
LCN 834	C4077639
hydroquinidine monosulfate	C4080079
hydroquinidine, (3alpha,9S)-(+-)-isomer	C4080086
Erythromycin C	C0600214
Ilotycin	C0699339
Erycette	C0699349
Erymax	C0699350
T-Stat	C0699351
Erythromycin Lactate	C0014812
erythromycin phosphate	C0014813
Digestants	C0012237
Saxitoxin	C0036248
FCOL	C0600221
Astonin	C1564800
Activase	C0701942
Actilyse	C0678113
fasudil hydrochloride	C0526099
fasudil mesylate	C3661409
AT 877	C0104492
coenzyme Q10, ion (1-), (all-E)-isomer	C0953735
ubisemiquinone radical	C0147585
ubisemiquinone	C0147584
Q-ter	C3489709
coenzyme Q10, (Z,Z,Z,Z,Z,Z,E,E,E)-isomer	C0970188
tamoxifen citrate	C0079589
ICI-47699	C0086442
Zitazonium	C0043508
ICI-46474	C0700621
Nolvadex	C0919390
Soltamox	C1515205
Tomaxithen	C0205958
Anesthetics, Combined	C0376445
hydroquinidine, (8alpha,9R)-isomer	C4080070
hydroquinidine, (1beta,4beta,9S)-(+-)-isomer	C4080071
hydroquinidine monosulfate, (1beta,3alpha,4beta,9S)-isomer	C4080077
hydroquinidine dihydrochloride, (3alpha,9S)-(+-)-isomer	C4080080
hydroquinidine dihydrochloride, (1beta,4beta,3S)-(+-)-isomer	C4080081
hydroquinidine, (1beta,3alpha,4beta,9S)-isomer	C4080072
hydroquinidine sulfate, (9S)-isomer	C4080075
hydroquinidine sulfate	C4080076
hydroquinidine monosulfate, (1beta,3alpha,4beta,8alpha,9R)-isomer	C4080078
Lentoquine	C4080083
hydroquinidine, (1beta, 3alpha,4beta,8alpha,9R)-isomer	C4080073
hydroquinidine, (+-)-isomer	C4080074
hydroquinidine, (9R)-isomer	C4080085
hydroquinine	C4316850
Cystatin B	C0075212
Cystatins	C0010646
hydroquinidine, (8alpha,9S)-isomer	C4080069
Amiduret Trom	C1448394
Kaluril	C1448396
Midoride	C1448397
Amidal brand of amiloride hydrochloride	C0718462
amiloride hydrochloride, anhydrous	C0949217
Midamor	C0026054
Amiloberag	C1448395
sodium chloride, (22)Na	C0205951
Methylmercury Compounds	C0025794
methylmercuric chloride, 203Hg-labeled	C0888406
methylmercuric chloride	C0066402
17-Hydroxyprogesterone, (9 beta, 10 alpha)-Isomer	C0886627
Ketanest	C0701926
Calipsol	C0701927
Ketaset	C0701925
CI-581	C0008758
Ketalar	C0022613
Intropin	C0721081
Adrenergic uptake inhibitor	C0242978
protriptyline hydrochloride	C0700557
Vivactil	C0042910
Zomacton	C0592544
Norditropin	C0699617
Genotropin	C0699616
Nutropin	C0699619
Maxomat	C1564129
Cryo-Tropin	C1564130
Saizen	C0699618
Omnitrope	C1724675
Humatrope	C0684259
Serostim	C1963199
MER-29	C0878398
Metasqualene	C0878397
Taurocholic Acid, (7 beta)-Isomer	C0886914
Taurocholic Acid, (5 alpha)-Isomer	C0886913
Taurocholic Acid, Monolithium Salt	C0949435
Taurocholic Acid, Monosodium Salt	C0037553
Methyl Acrylic Plastic	C0525014
Polymethyl Methacrylate, Syndiostatic	C0886538
Polymethyl Methacrylate, Isostatic	C0886539
Polymethyl Methacrylate, Surgical Simplex P	C0886541
Polymethyl Methacrylate, Surgical Simplex Bone Cement, Ammonium Salt	C0886542
Polymethyl Methacrylate, Simplex Opaque	C0886540
Acrylic Bone Cement	C0101310
Sol brand of Polymethyl Methacrylate	C0701413
Plexiglas	C0701415
Lucite	C0701418
Implast	C0701419
Superacryl	C0701414
CMW Bone Cement	C0701421
Acron	C0701422
Palacos R	C0701423
Perspex	C0701416
Palavit	C0701417
Kallocryl K	C0701420
Xanax	C0699034
Apo-Alpraz	C1257667
Kalma	C1257669
Novo-Alprazol	C1257670
Nu-Alpraz	C1257671
Alprox	C1257666
Cassadan	C1257668
D-65MT	C0733620
U-31,889	C0733621
Esparon	C4505358
Trankimazin	C4082691
Tafil	C4082690
Ralozam	C1257672
Fluorets	C0591527
Disodium Fluorescein	C1618612
Fluorescein Dipotassium Salt	C0886573
Fluorescein Monosodium Salt	C0886572
D & C Yellow No. 7	C0878528
C.I. 45350	C0878529
Funduscein	C0700808
Fluorescite	C0720479
Ful-Glo	C0720530
Diofluor	C1564825
Minims Stains	C1564826
Optifluor Diba	C1564827
Minims Fluorescein Sodium	C0731099
Fluor-I-Strip A.T.	C0306230
Mivacron	C0591813
BW B1090U	C0733694
mivacurium chloride	C0128603
Lactaid	C0733877
Lactrase	C0721296
Dairyaid	C1564491
Lactogest	C1564492
procaine hydrochloride	C0358490
Gerokit	C0017491
Geriocaine	C0017470
chloroprocaine hydrochloride	C0132182
Colchicine, (R)-Isomer	C0887445
Colchicine, (+-)-Isomer	C0887444
Vinblastinsulfat-Gry	C1564384
Lemblastine	C1564382
Vinblastin Hexal	C1564383
Cellblastin	C1564380
Velban	C0728761
vinblastine sulfate	C0042671
Triad VLC	C0919335
Antimycobacterial agent	C0360390
Anuject	C0003458
Novocain	C1608242
Röwo Procain	C1564226
Hewedolor-Procain	C1564217
Procain curasan	C1564220
Procain Jenapharm	C1564221
Procain Steigerwald	C1564222
Procaina Serra	C1564224
Procain Braun	C1564219
procain-loges	C1564223
Pröcaine chlorhydrate Lavoisier	C1564225
Lophakomp-Procain N	C1564218
Novocaine	C0028460
Nesacaine	C0728958
Nesacaine MPF	C0728959
Cathartics	C0007422
Bowel Preparation Solutions	C2930715
R-51619	C0740051
Propulsid	C0722861
deoxyribonucleases	C0011522
Diclonate P	C0595765
Voltarol	C0037502
SR-38	C0701332
Voltaren	C0699958
Orthofen	C0699965
Feloran	C0699960
diclofenac potassium	C0282131
GP-45,840	C0752186
Novapirina	C0752187
alpha-Heparin	C0085776
Liquaemin	C0700894
heparin sodium	C0037513
Coumadin	C0699129
Gen-Warfarin	C1564392
Tedicumar	C1564396
Coumadine	C1564394
Apo-Warfarin	C1564395
Warfant	C1564397
Aldocumar	C1564393
warfarin potassium	C0282378
warfarin sodium	C0376218
Zodormdura	C1529305
Zolpi-Lich	C1529308
Amsic	C1529301
Aspirin-Like Agents	C0085847
Butacote	C0591206
Butazolidin	C0699494
Butadione	C0699505
Butapyrazole	C0699506
Fenilbutazon	C0699507
iobenguane I-131	C0524959
3-Iodobenzylguanidine, 125I Labeled	C0887718
(3-Iodo-(131I)benzyl)guanidine	C0087416
iobenguane I-123	C2369192
Absolute Alcohol	C0085733
Solprin	C0012733
Zorprin	C0699265
Endosprin	C0699275
Magnecyl	C0699276
Easprin	C0699264
Ecotrin	C0699274
Polopiryna	C0699278
Acylpyrin	C0699272
Micristin	C0699277
Acetysal	C0699271
Colfarit	C0699273
Dispril	C0917836
Polopirin	C0032391
Aloxiprimum	C0002185
Solupsan	C0037631
Blocadren	C0005763
MK-950	C0086633
Optimol	C0086735
L-714,465	C0728923
timolol hemihydrate	C0724707
Timacar	C0040222
Timoptic	C0040235
Timoptol	C0040236
Organotechnetium Compounds	C0029256
Ceretec	C0878385
Supramid	C0740035
Ethilon	C0205863
Dermalon	C0205862
Insulins	C3537244
Senotherapeutics	C5544404
Senoptosis Inducers	C5544405
Senostatic Agents	C5544406
Senomorphic Agents	C5544408
Senolytics	C5544407
Geroprotectors	C5545238
COVID-19 Vaccines	C5387588
Zolinza	C1738860
MK-0683	C4704764
18F-SAHA	C3254259
M344	C2350720
BNT-162C2	C5417956
SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2	C5398043
BNT-162A1	C5398044
BNT-162B1	C5417955
Abdavomeran	C5446355
Comirnaty	C5448013
Pidacmeran	C5432267
Hyvisc	C0878188
sodium hyaluronate	C0087000
Luronit	C0878187
Healon	C0700889
Etamucine	C0700890
Amo Vitrax	C0700891
Biolon	C0701424
Amvisc	C0700888
Romazicon	C0591091
Lanexat	C4082326
Anexate	C4082325
Stilnoct	C0592140
Ambien	C0487782
SL 80.0750	C0142598
Bikalm	C1529302
Zolpinox	C1529309
Zolpidem 1A Pharma	C1529310
Dalparan	C1529303
Zoldem	C1529306
Zolirin	C1529307
Zolpidem AbZ	C1529311
zolpidem tartrate	C0724725
Zolpimist	C2370737
Gammalon	C0733457
Benzodiazepine	C4048284
ONO 2745	C3179472
methyl 3-(8-bromo-1-methyl-6-(2-pyridinyl)-4H-imidazo(1,2-a)(1,4)benzodiazepin-4-yl)propanoate	C3179471
CNS 7056	C1959558
Sprycel	C1723829
BMS 354825	C1328005
